Time(s)	Temp(K)	mass1.95734	mass17.6364	mass27.8653	mass44.06
0.0	304.03	956.6710202371463	952.0222163288818	951.8566424910532	952.9010313142796
0.4610261917114258	304.02	959.2055736008302	961.8547550060877	960.721211039415	964.363835471644
0.9190523624420166	304.0	950.0225938258748	949.3348255764329	949.6914461502175	946.5710161296017
1.3950796127319336	304.02	958.4413866570059	962.1476933345537	964.4911999622816	959.3329380914674
1.8901081085205078	303.97	964.516672860409	961.7528634135779	953.4996444202754	952.5826200876861
2.3471341133117676	304.0	946.8639544580677	947.3097301752986	950.3282686034046	954.6841341832031
2.9611692428588867	304.06	959.3456745405313	964.2746803281981	962.2241120289361	956.2252445199153
3.4171953201293945	304.09	947.9847619756769	949.7806012936638	957.5880445697355	958.0720296341575
3.8992228507995605	304.23	949.0164143498395	948.50695638729	958.339495064496	958.9890539667466
4.356249094009399	304.39	962.4661045611471	952.3915733517301	947.1441563374699	947.5262498093821
4.811275243759155	304.8	958.9508446195554	964.0836335922419	962.3896858667648	953.3468070315105
5.278301954269409	305.36	952.3406275554752	959.1291549064478	963.9817419997321	952.200526615774
5.757328987121582	306.45	964.5421457585365	963.5359662825012	956.7601753805924	952.0731621251368
6.236356496810913	307.6	958.4413866570059	957.8173006528828	951.7547508985433	951.1561377925476
6.699383020401001	309.19	949.5640816595803	950.2263770108947	957.2314239959508	960.9886764697535
7.155409097671509	311.76	964.1091064903694	963.255764403099	957.1550053015683	951.9840069816905
7.640436887741089	314.28	959.7659773596347	963.9944784487958	960.8995213263073	951.6019135097785
8.096462965011597	317.13	949.0546236970307	951.7802237966708	950.1117489693211	946.5200703333468
8.552489042282104	320.45	963.1666092596527	954.696870632267	952.3278911064115	949.0164143498395
9.019515752792358	324.94	963.8671139581584	964.6949831473013	959.4220932349137	952.5953565367499
9.508543729782104	328.8	959.065472661129	960.6065829978413	961.5236073304304	951.8056966947983
10.001571893692017	332.82	960.2881717712479	955.2827472891988	951.7038051022882	947.0167918468327
10.456598043441772	337.82	959.8041867068258	963.6123849768837	959.9060782993357	951.9330611854356
10.917624473571777	341.79	957.995610939775	951.2707658341211	946.4309151899006	949.8570199880463
11.394651651382446	345.71	947.4116217678085	950.5829975846794	958.9126352723642	963.8161681619034
11.852677822113037	349.39	961.6254989229404	963.4722840371825	953.0666051521083	951.6019135097785
12.317704439163208	352.93	964.5421457585365	952.302418208284	950.1499583165123	951.0669826491014
12.772730588912964	357.26	958.581487596707	963.7397494675209	963.7015401203298	959.9697605446545
13.255758047103882	360.47	959.0527362120654	963.7397494675209	963.6123849768837	952.7991397217698
13.713784217834473	363.57	952.1750537176466	949.9461751314924	949.3730349236242	958.9381081704915
14.177810907363892	366.46	951.3981303247585	946.5964890277293	946.609225476793	953.7416369524865
14.634836912155151	369.87	963.7652223656485	952.7864032727061	951.2070835888026	946.7620628655578
15.114864349365234	372.44	953.5378537674666	951.7547508985433	948.0484442209953	948.8763134101384
15.573890686035156	375.02	948.4687470400988	959.2055736008302	961.9948559457888	963.5614391806287
16.063918828964233	378.03	955.6393678629835	947.093210541215	952.69724812926	958.4031773098146
16.52594494819641	380.34	950.4556330940419	947.7045600962746	952.0349527779456	959.2310464989578
17.00397253036499	382.59	959.2819922952126	964.363835471644	962.1476933345537	952.7099845783237
17.46099853515625	384.79	952.3406275554752	947.1696292355974	949.86975643711	958.9763175176829
17.91902470588684	386.97	959.3202016424037	960.8867848772436	963.7524859165846	953.0029229067896
18.37605094909668	389.71	946.7365899674305	949.2074610857956	958.2376034719862	959.1418913555115
18.858078479766846	391.8	946.558279680538	948.9145227573297	953.8690014431238	958.9381081704915
19.315104722976685	394.07	964.1982616338156	959.3456745405313	951.9203247363718	947.1059469902787
19.771130561828613	396.16	951.474549019141	958.6961156382806	959.40935678585	960.0971250352918
20.237157344818115	398.34	954.7605528775854	960.2754353221841	963.9690055506683	956.5436557465089
20.71818494796753	401.02	958.7725343326631	964.2746803281981	963.7015401203298	952.8246126198973
21.1952121257782	403.26	957.995610939775	951.6273864079058	946.6601712730479	949.0546236970307
21.659238576889038	405.27	951.6910686532245	946.9149002543227	948.9782050026483	959.6386128689973
22.114264726638794	408.0	963.1666092596527	961.9693830476614	952.7481939255149	951.3981303247585
22.60329246520996	410.11	946.8766909071314	948.2777003041427	958.9126352723642	963.5104933843737
23.059318780899048	412.26	953.5378537674666	949.6914461502175	948.4687470400988	957.7408819585003
23.5383460521698	414.42	947.8446610359756	950.7358349734442	958.4795960041971	958.4031773098146
23.995372533798218	417.07	964.6822466982376	953.6015360127852	949.9334386824287	947.2078385827887
24.479399919509888	419.18	959.8678689521446	961.7019176173229	964.363835471644	963.2048186068439
24.935425996780396	421.32	955.4228482288999	960.6320558959688	964.0708971431782	963.9562691016046
25.399452686309814	423.46	959.7787138086984	964.2364709810068	963.1920821577802	958.1739212266674
25.85447883605957	426.14	949.7806012936638	946.6983806202392	949.7041825992814	957.753618407564
26.33950638771057	428.25	952.4170462498577	947.6663507490833	947.1059469902787	950.1117489693211
26.79653263092041	430.5	964.4147812678991	955.9832519877044	952.251472412029	953.2576518880644
27.251558542251587	432.58	949.2456704329868	956.1870351727241	957.8173006528828	959.1546278045753
27.719585418701172	434.82	951.3217116303762	949.5513452105166	957.804564203819	963.9180597544133
28.20261287689209	437.53	946.9149002543227	952.9647135595984	958.4923324532608	959.2692558461489
28.675639867782593	439.64	962.4533681120834	953.95815658657	951.9967434307542	953.0411322539809
29.13766646385193	441.85	952.2387359629653	951.5000219172686	947.1823656846612	948.2140180588241
29.59469246864319	444.6	962.1986391308086	963.5104933843737	951.4236032228861	952.0222163288818
30.08872079849243	446.73	953.0538687030445	952.3661004536027	950.9905639547189	953.5378537674666
30.581749200820923	449.41	948.5451657344812	957.651726815054	959.1418913555115	958.9763175176829
31.0437753200531	451.51	964.032687795987	956.0341977839593	952.3915733517301	951.5382312644598
31.49980139732361	453.62	949.8570199880463	952.3915733517301	954.2893042622271	958.4286502079422
31.99983024597168	455.72	947.093210541215	955.8304145989395	959.0017904158103	962.2623213761274
32.45585632324219	458.36	961.2688783491557	954.5695061416294	952.2896817592202	947.3097301752986
32.918882608413696	460.57	952.302418208284	950.302795705277	947.3097301752986	947.6026685037646
33.37390875816345	462.74	964.0454242450506	962.5297868064658	955.1044370023063	952.4807284951764
33.85793662071228	465.95	963.8543775090947	963.2685008521627	952.6208294348775	958.8998988233005
34.45997095108032	468.15	959.9188147483994	961.0141493678809	963.064717667143	960.5301643034588
34.92799758911133	470.31	958.2121305738586	958.288549268241	959.0782091101927	960.2117530768654
35.42302584648132	472.82	963.8925868562858	963.9690055506683	958.4159137588783	952.060425676073
35.90705370903015	474.78	964.3893083697716	959.0399997630016	951.7038051022882	951.1434013434838
36.39808177947998	476.78	947.2969937262349	954.9006538172866	959.460302582105	957.995610939775
36.85510778427124	479.22	963.7397494675209	963.0901905652703	956.6582837880825	952.1877901667103
37.316134214401245	481.22	950.302795705277	946.8894273561953	946.7620628655578	946.9913189487052
37.793161392211914	483.31	958.9381081704915	964.2492074300706	959.4348296839775	963.8671139581584
38.25018763542175	485.37	952.251472412029	946.6219619258567	948.0484442209953	950.8122536678267
38.71921443939209	487.62	957.9064557963288	953.372279929638	951.5254948153961	947.284257277171
39.18224096298218	490.38	953.0920780502358	947.0550011940238	947.3606759715536	954.3529865075459
39.658267974853516	492.58	959.753240910571	964.0708971431782	955.4737940251548	952.3788369026664
40.115294456481934	495.43	946.7875357636854	954.3529865075459	959.1928371517665	961.8165456588964
40.655325412750244	497.68	959.0527362120654	963.5104933843737	963.8543775090947	962.3132671723823
41.11135125160217	499.88	949.0418872479669	959.2947287442763	958.0592931850937	959.5749306236785
41.59937906265259	502.57	951.5764406116509	946.8894273561953	951.9203247363718	947.0295282958964
42.05640530586243	504.68	959.1291549064478	962.3005307233186	952.7991397217698	948.2267545078878
42.53543281555176	506.7	961.3452970435383	952.544410740495	946.316287148327	951.3599209775674
42.997459173202515	508.83	950.0353302749386	950.6212069318706	948.7107395723098	948.5961115307362
43.474486351013184	511.5	957.7281455094364	950.7740443206354	950.5320517884244	958.2503399210499
43.93051266670227	513.66	952.251472412029	949.2966162292419	947.0804740921512	947.6536143000196
44.39453911781311	515.85	952.1241079213917	951.8566424910532	951.5637041625871	947.7300329944019
44.85056519508362	518.0	959.4348296839775	952.6208294348775	951.7929602457345	946.5837525786654
45.340593099594116	520.79	954.696870632267	957.651726815054	959.1036820083202	963.548702731565
45.797619342803955	523.0	961.065095164136	956.7856482787199	955.0280183079241	952.9392406614709
46.27364659309387	525.23	953.1430238464908	958.5050689023246	959.0782091101927	962.5679961536571
46.73767304420471	527.47	959.40935678585	961.8165456588964	964.363835471644	958.2503399210499
47.21570038795471	530.17	963.3449195465452	956.8238576259112	952.3278911064115	949.9461751314923
47.67272639274597	532.35	949.0291507989032	958.6196969438981	959.0145268648741	959.9824969937182
48.13475298881531	534.5	964.1091064903694	953.1048144992996	947.9465526284856	947.0295282958964
48.59177923202515	536.7	948.3923283457164	958.1229754304123	958.6706427401531	959.5876670727422
49.07980704307556	539.42	952.9392406614709	951.8056966947983	946.9276367033865	958.2503399210499
49.53783345222473	541.64	953.1939696427456	956.9894314637397	946.4309151899006	947.4625675640634
50.01486039161682	543.81	958.823480128918	959.2310464989578	952.9137677633435	951.3089751813125
50.47888708114624	545.93	952.5953565367499	951.2452929359937	947.1568927865337	947.8064516887844
50.96391487121582	548.69	960.9249942244348	960.6702652431601	952.060425676073	951.5764406116509
51.43494176864624	550.86	959.2310464989578	964.7459289435564	964.2364709810068	960.1735437296744
51.89196801185608	553.06	949.7678648446	948.6215844288637	957.2951062412695	959.1928371517665
52.357994556427	555.24	951.7420144494796	947.5262498093821	958.4159137588783	958.339495064496
52.837021827697754	557.98	956.4290277049352	959.065472661129	962.2750578251911	965.0006579248311
53.314049243927	560.18	961.7528634135779	952.7991397217698	953.5887995637215	950.9778275056551
53.77707576751709	562.36	952.8755584161521	952.1241079213917	946.9149002543227	949.3348255764329
54.23410201072693	565.09	959.3711474386587	959.6640857671247	964.1091064903694	964.0581606941145
54.72412991523743	567.24	952.1623172685829	952.5953565367499	949.4876629651978	947.3224666243624
55.18315601348877	569.41	962.326003621446	964.0072148978596	959.3711474386587	958.2248670229224
55.65618324279785	571.56	947.6281414018921	948.7871582666922	948.8763134101384	954.5185603453743
56.11220932006836	574.25	963.2175550559077	960.1098614843556	953.6397453599765	952.4170462498577
56.59723711013794	576.48	960.5301643034588	961.1924596547733	964.669510249174	962.911880278378
57.0542631149292	578.66	949.3475620254967	958.4159137588783	956.5563921955726	959.0145268648741
57.51828980445862	580.82	956.2125080708516	956.8748034221661	955.8176781498757	958.3649679626234
57.97431564331055	583.59	951.6528593060333	948.022971322868	947.7427694434657	949.6022910067716
58.45534324645996	585.79	947.284257277171	947.8828703831668	949.4239807198792	950.3792143996595
58.914369344711304	588.02	959.167364253639	958.9763175176829	964.5548822076003	964.2364709810068
59.37139582633972	590.17	946.5073338842831	947.2333114809162	948.3923283457164	947.7045600962746
59.83642220497131	592.42	947.2333114809162	958.9763175176829	957.753618407564	958.7597978835994
60.32145023345947	595.16	946.7747993146215	949.7041825992814	951.9203247363718	950.2773228071495
60.7944769859314	597.38	963.9180597544133	952.5826200876861	947.3224666243624	951.8693789401169
61.258503675460815	599.56	963.4595475881187	962.9755625236967	958.2376034719862	957.5880445697355
61.71452975273132	602.28	957.3205791393968	959.944287646527	960.4410091600129	964.5930915547915
62.19655728340149	604.48	959.2947287442763	959.5876670727422	963.2175550559077	962.9882989727605
62.65558362007141	606.63	953.1048144992996	952.0986350232641	951.9840069816905	951.3599209775674
63.11760997772217	608.82	948.2649638550789	948.8890498592021	957.613517467863	959.065472661129
63.58263635635376	611.56	952.4297826989214	957.8809828982014	959.4857754802325	953.5251173184029
64.07566475868225	613.77	964.8478205360661	963.1666092596527	952.5826200876861	952.2132630648377
64.53469109535217	615.94	947.6536143000196	948.163072262569	949.1055694932857	957.7663548566277
64.99771761894226	618.17	954.6204519378844	953.4996444202754	958.4286502079422	958.9253717214278
65.45474362373352	620.87	952.5698836386225	946.9658460505777	948.2649638550789	948.8635769610747
65.9397714138031	623.12	955.5884220667285	952.9647135595984	953.2449154390007	951.4618125700773
66.39579749107361	625.26	959.7405044615073	959.358410989595	963.6251214259474	964.325626124453
66.85882377624512	627.48	964.5421457585365	952.3406275554752	951.9203247363718	951.9330611854356
67.32785058021545	630.24	961.5363437794942	965.0643401701498	962.962826074633	964.669510249174
67.86188125610352	632.3	958.2376034719862	958.8616894761093	960.2881717712479	964.4147812678991
68.31890749931335	634.78	951.958534083563	947.1823656846612	946.8130086618127	950.1499583165123
68.77693343162537	636.88	962.0458017420439	960.1735437296744	959.2055736008302	959.5367212764874
69.23295974731445	638.95	949.3857713726879	946.3417600464545	951.474549019141	958.8871623742367
69.71898746490479	641.12	952.3661004536027	947.3606759715536	947.2969937262349	950.9014088112729
70.18201422691345	643.9	947.1823656846612	949.5386087614528	949.576818108644	947.3352030734261
70.64204049110413	646.23	960.8613119791161	963.2685008521627	959.3711474386587	960.1990166278017
71.0970664024353	648.57	948.1503358135053	954.2256220169085	957.702672611309	958.4159137588783
71.59609484672546	650.85	947.9974984247405	946.5964890277293	947.004055397769	947.6408778509558
72.05212092399597	653.12	954.1746762206535	952.8755584161521	951.3344480794399	947.4753040131272
72.51414752006531	655.85	948.2394909569515	949.2201975348593	948.0739171191228	948.4687470400988
72.97017359733582	658.04	953.7289005034228	952.8755584161521	952.2387359629653	951.4108667738222
73.45820140838623	660.18	959.0527362120654	959.8169231558896	962.7208335424219	964.4402541660265
73.92222785949707	662.87	963.548702731565	961.9821194967251	963.7397494675209	952.7481939255149
74.38225436210632	665.14	951.1561377925476	947.3224666243624	948.1248629153778	954.5949790397569
74.83828043937683	667.27	963.3703924446727	952.8118761708336	951.4872854682048	948.1375993644416
75.34230899810791	669.52	948.5196928363537	946.8766909071314	946.7875357636854	951.907588287308
75.79933524131775	672.27	952.1368443704554	952.2132630648377	952.69724812926	951.8184331438621
76.25636148452759	674.49	961.3325605944744	960.4537456090766	960.8740484281799	959.358410989595
76.71338772773743	676.63	950.009857376811	947.0677376430874	947.4116217678085	946.3035506992634
77.19641518592834	678.84	951.4236032228861	947.6154049528284	948.0611806700591	954.4294052019284
77.6614420413971	681.05	947.6026685037646	949.0418872479669	952.0476892270093	951.0033004037826
78.12246823310852	683.76	959.6768222161885	962.4533681120834	964.4020448188353	964.4529906150904
78.5774941444397	686.03	948.5196928363537	954.7096070813307	952.2387359629653	958.1993941247948
79.07452249526978	688.2	955.7285230064296	958.3649679626234	959.0017904158103	959.0145268648741
79.53154873847961	690.91	955.1426463494977	954.0473117300162	953.2194425408732	951.7802237966708
79.99157524108887	693.18	952.8373490689609	953.95815658657	958.339495064496	957.9828744907112
80.44660115242004	695.9	952.8246126198973	952.1241079213917	954.1364668734623	953.4869079712116
81.07963752746582	698.59	952.9647135595984	951.8056966947983	951.7038051022882	947.2205750318525
81.541663646698	700.75	947.6536143000196	948.1375993644416	952.1877901667103	951.1434013434838
82.01369071006775	702.79	951.907588287308	951.6273864079058	949.5640816595803	950.6848891771891
82.47071695327759	704.8	959.460302582105	960.8231026319249	964.1473158375605	958.6706427401531
82.95774483680725	707.33	952.5189378423676	951.9457976344993	949.0291507989032	947.4243582168722
83.41477084159851	709.42	962.1604297836175	960.7594203866063	953.7034276052952	952.9137677633435
83.89379835128784	711.51	949.6022910067716	946.8130086618127	950.1244854183848	954.7987622247766
84.3558247089386	713.63	946.711117069303	955.3082201873262	956.3398725614892	959.167364253639
84.83685207366943	716.47	958.2121305738586	958.5687511476434	955.4737940251548	957.804564203819
85.29387855529785	718.68	951.6273864079058	952.5571471895588	952.8118761708336	962.3896858667648
85.75390458106995	720.91	950.506578890297	949.4367171689429	948.3031732022702	947.8446610359756
86.20993065834045	723.15	951.7929602457345	946.9276367033865	946.711117069303	951.4108667738222
86.69795846939087	725.87	964.363835471644	959.7277680124434	959.0782091101927	959.0527362120654
87.15698504447937	728.18	946.8639544580677	954.0982575262711	954.5822425906931	957.8427735510103
87.63501214981079	730.38	959.5494577255511	963.9435326525409	964.7586653926201	963.7524859165846
88.09703874588013	732.56	962.4024223158286	964.0072148978596	964.2746803281981	964.325626124453
88.5790662765503	735.26	956.5691286446364	952.6463023330049	951.6019135097785	951.665595755097
89.0350923538208	737.43	958.4286502079422	954.7223435303944	950.353741501532	949.3475620254967
89.49411845207214	739.6	960.5811100997139	954.5185603453743	959.218310049894	954.9898089607328
89.95014476776123	741.83	959.8296596049533	964.1218429394331	964.032687795987	960.7594203866063
90.43517255783081	744.58	957.2059510978232	949.2074610857956	962.1986391308086	957.0276408109308
90.89619874954224	746.79	960.1990166278017	959.4985119292962	961.3452970435383	960.0079698918457
91.37322616577148	749.03	950.8504630150179	951.5254948153961	951.9330611854356	947.2460479299799
91.8372528553009	751.27	948.2140180588241	952.5953565367499	947.6536143000196	947.6154049528284
92.32128047943115	754.04	950.8759359131453	951.5764406116509	952.0731621251368	949.8824928861738
92.79430723190308	756.28	959.358410989595	952.9265042124072	952.251472412029	952.6845116801961
93.25033330917358	758.36	957.2314239959508	954.442141650992	957.511625875353	959.5239848274238
93.71736001968384	760.59	957.5498352225443	958.7215885364081	959.4857754802325	959.30746519334
94.20038771629333	763.25	955.9577790895769	958.581487596707	954.6586612850756	958.6451698420256
94.67341470718384	765.48	952.4170462498577	952.0222163288818	951.7547508985433	952.302418208284
95.13744139671326	767.7	948.0357077719316	947.3861488696809	946.8894273561953	946.3290235973907
95.59346747398376	769.91	962.7972522368043	956.8620669731024	955.4992669232822	951.8184331438621
96.07749509811401	772.64	963.841641060031	965.2681233551697	964.5930915547915	963.8671139581584
96.5335214138031	774.89	955.8431510480033	959.3329380914674	958.1484483285399	959.0017904158103
96.98954749107361	777.12	952.251472412029	963.8925868562858	964.223734531943	963.1283999124615
97.45557403564453	779.33	952.0858985742004	950.9141452603365	947.9592890775493	948.0357077719316
97.93760132789612	782.11	951.3853938756948	951.7802237966708	957.269633343142	957.651726815054
98.41362881660461	784.3	947.1186834393425	947.9210797303581	947.6918236472109	948.4432741419713
98.8766553401947	786.49	964.7968747398113	964.4275177169628	961.549080228558	961.065095164136
99.33368158340454	789.21	948.4942199382263	955.7030501083021	954.7860257757129	950.8631994640817
99.81670904159546	791.37	947.2205750318525	947.1568927865337	949.1183059423495	946.558279680538
100.27273511886597	793.54	961.3198241454107	959.7405044615073	953.2831247861919	951.907588287308
100.72976112365723	795.78	954.4294052019284	956.8111211768473	953.4104892768293	958.1739212266674
101.19578790664673	798.05	958.9381081704915	958.4286502079422	958.7088520873443	959.5876670727422
101.67381525039673	800.85	964.7459289435564	963.6888036712661	960.0843885862281	959.753240910571
102.15484285354614	803.03	953.9199472393788	962.2877942742548	962.326003621446	963.4977569353099
102.61686897277832	805.21	946.711117069303	948.0484442209953	946.609225476793	948.7489489195009
103.07289505004883	807.9	960.9886764697535	954.8751809191591	952.8882948652159	952.7354574764512
103.56192326545715	810.08	955.562949168601	955.0789641041789	951.9712705326268	953.4614350730843
104.01794934272766	812.29	951.958534083563	952.6590387820687	952.1750537176466	951.958534083563
104.49497675895691	814.5	954.8497080210317	958.1611847776036	957.804564203819	950.0862760711935
104.9530029296875	817.27	955.6011585157922	955.562949168601	963.9944784487958	963.2939737502902
105.43503046035767	819.5	952.0094798798181	952.8118761708336	953.2576518880644	961.1287774094548
105.89505672454834	821.74	951.6528593060333	957.9574015925838	946.8384815599402	947.2460479299799
106.35608315467834	823.95	963.8925868562858	964.0454242450506	964.6440373510464	962.1859026817449
106.81110906600952	826.66	948.2649638550789	947.8446610359756	948.6088479798	951.8439060419894
107.29313659667969	828.9	957.1932146487595	953.85626499406	952.3278911064115	953.665218258104
107.75316286087036	831.06	957.6007810187992	956.2379809689792	958.6961156382806	952.6208294348775
108.2101891040802	833.34	958.3012857173047	958.7725343326631	958.6069604948343	959.065472661129
108.67721581459045	835.47	946.7875357636854	949.1819881876681	950.1372218674486	947.8064516887844
109.16224360466003	838.34	949.0036779007756	952.4297826989214	958.5942240457707	957.6007810187992
109.63327050209045	840.59	952.9265042124072	952.3151546573478	951.8948518382443	952.404309800794
110.09529685974121	842.79	947.6663507490833	951.6273864079058	952.0094798798181	952.200526615774
110.55132293701172	844.94	958.4668595551334	952.9010313142796	957.6644632641178	954.3911958547371
111.03735089302063	847.71	963.4722840371825	962.1859026817449	959.7150315633797	958.6579062910894
111.49537706375122	849.83	947.2969937262349	948.3668554475888	951.5637041625871	951.4490761210136
111.9504029750824	852.01	957.1167959543772	958.3777044116871	955.2445379420075	951.9457976344993
112.41542959213257	854.25	951.6528593060333	951.8311695929258	951.7292780004158	951.3344480794399
112.8944571018219	857.05	948.0102348738042	950.0990125202572	951.1943471397389	948.5324292854175
113.37348437309265	859.26	957.9446651435202	955.6266314139198	948.5706386326087	947.2333114809162
113.83651089668274	861.46	960.4664820581404	961.2051961038371	961.498134432303	959.8423960540171
114.29253697395325	863.63	948.6597937760549	956.0341977839593	955.8813603951945	953.7543734015503
114.77956485748291	866.45	951.7420144494796	951.7802237966708	953.2703883371281	953.0156593558534
115.2375910282135	868.62	959.30746519334	958.7088520873443	958.9890539667466	959.3966203367862
115.7156183719635	870.82	955.7922052517482	953.1430238464908	951.8184331438621	951.8311695929258
116.18164491653442	873.59	951.6528593060333	951.9203247363718	956.2252445199153	952.8755584161521
116.65767240524292	875.75	950.799517218763	946.7875357636854	948.315909651334	948.2012816097604
117.11469841003418	877.98	963.153872810589	963.7270130184572	964.1091064903694	963.930796203477
117.57672500610352	880.14	948.3286461003977	951.1051919962927	949.4876629651978	947.3479395224898
118.03275108337402	882.86	961.5363437794942	953.2449154390007	952.3661004536027	949.6787097011539
118.5127785205841	885.09	951.8948518382443	952.1495808195192	956.7474389315287	953.4486986240205
118.97280478477478	887.3	950.2645863580859	951.3981303247585	951.9203247363718	950.7867807696991
119.4608325958252	890.1	951.0415097509739	947.4370946659359	952.2769453101565	951.7292780004158
119.92285919189453	892.25	957.0531137090584	951.9967434307542	952.5571471895588	947.3734124206173
120.40288662910461	894.36	960.1608072806106	964.1982616338156	963.9562691016046	964.3128896753893
120.85791254043579	896.53	946.5964890277293	947.6536143000196	947.0167918468327	948.1375993644416
121.31493854522705	898.75	963.9053233053496	963.5741756296925	962.4661045611471	958.0720296341575
121.77296471595764	901.61	948.4050647947801	947.5899320547009	947.284257277171	948.6088479798
122.2529923915863	903.81	959.6258764199334	960.0589156881006	960.2117530768654	962.0585381911076
122.7130184173584	906.15	961.0396222660085	963.2812373012265	963.8798504072221	963.5359662825012
123.17504501342773	908.47	947.1823656846612	948.0357077719316	947.3352030734261	946.7620628655578
123.63607144355774	910.67	958.5432782495159	958.9253717214278	959.2055736008302	964.0199513469233
124.12409925460815	913.47	947.5644591565733	946.9913189487052	946.7620628655578	947.5644591565733
124.59412622451782	915.67	951.7038051022882	950.7358349734442	947.0295282958964	947.2587843790437
125.05515265464783	917.78	948.4432741419713	949.6405003539627	947.0804740921512	948.1885451606965
125.51117873191833	920.52	952.1750537176466	953.1430238464908	956.7729118296561	961.7528634135779
125.9932062625885	922.7	953.1048144992996	952.6845116801961	953.0283958049172	952.4934649442401
126.4542326927185	924.93	955.2572743910713	946.4436516389643	947.1568927865337	951.614649958842
126.91625905036926	927.15	959.5239848274238	959.6258764199334	959.8423960540171	958.874425925173
127.38128542900085	929.94	963.3703924446727	964.1473158375605	960.0589156881006	959.4730390311687
127.8753137588501	932.14	955.2063285948163	957.2951062412695	963.8289046109672	964.4784635132178
128.33534026145935	934.4	957.753618407564	957.995610939775	957.753618407564	959.4475661330413
128.79636645317078	936.62	963.9817419997321	963.7524859165846	963.0137718708879	964.1345793884968
129.25139260292053	938.86	957.4861529772255	958.5942240457706	958.8489530270455	958.9763175176829
129.7384204864502	941.52	947.6281414018921	951.2962387322486	958.6324333929618	949.4112442708155
130.1944465637207	943.71	962.4151587648923	963.6251214259474	963.930796203477	959.065472661129
130.64947271347046	945.9	958.5178053513883	959.2947287442763	959.5112483783599	963.8925868562858
131.11449933052063	948.15	964.1727887356881	959.6895586652522	962.1859026817449	963.9053233053496
131.59452652931213	950.92	964.0963700413057	963.548702731565	963.4213382409274	958.0592931850937
132.07455396652222	953.17	951.8311695929258	947.4753040131272	952.1877901667103	951.5254948153961
132.5355806350708	955.37	947.8828703831668	951.372657426631	958.4923324532608	957.8555100000739
132.99260663986206	957.55	959.4220932349137	957.9701380416475	957.5370987734805	961.5872895757492
133.48163437843323	960.28	958.4413866570059	958.3267586154323	958.3522315135596	958.1484483285399
133.93766069412231	962.51	946.8130086618127	951.4363396719498	952.1241079213917	952.5826200876861
134.39868712425232	964.7	946.9913189487052	947.5135133603184	951.3981303247585	952.6335658839412
134.86071348190308	967.58	963.0265083199517	960.3263811184391	963.1283999124615	959.600403521806
135.34574127197266	969.71	964.2874167772618	963.5741756296925	964.1218429394331	959.7405044615073
135.83776926994324	971.98	951.3471845285037	952.0349527779456	952.3406275554752	953.3850163787018
136.29479551315308	974.66	964.4275177169628	963.064717667143	963.0010354218242	963.153872810589
136.75682187080383	976.7	954.403932303801	958.9763175176829	959.8041867068258	963.7779588147122
137.238849401474	978.87	952.5189378423676	953.4741715221479	959.3202016424037	959.893341850272
137.71587681770325	981.1	950.3155321543408	947.0422647449601	947.6918236472109	947.3479395224898
138.17190289497375	983.93	963.9562691016046	960.8740484281799	958.8489530270455	959.5239848274238
138.63492941856384	986.1	946.9276367033865	947.1696292355974	946.7238535183667	946.9149002543227
139.1359579563141	988.39	947.8064516887844	947.2587843790437	949.1947246367318	949.8824928861738
